model,test_id,question,expected_answer,actual_answer,precision,recall,f1_score,cosine_similarity,semantic_similarity,token_overlap,answer_relevance,hallucination_score,faithfulness,answer_completeness,key_information_coverage,exact_match,latency_seconds
filter_minilm_qwen,45,Contact persons for Global Management program?,"You can reach out to Prof. Dr. Fridtjof Langenhan (Head Of Program, fridtjof.langenhan@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Kathrin Schötz (Student Affairs Program Manager, kathrin.schoetz@hof-university.de)","You can contact the following individuals for the Global Management program at Hof University:

- Prof. Dr. Fridtjof Langenhan (Head of Program): fridtjof.langenhan@hof-university.de
- Doreen Rustler (Student Counseling): doreen.rustler@hof-university.de
- Kathrin Schötz (Student Affairs Program Manager): kathrin.schoetz@hof-university.de",0.7307692307692307,0.9047619047619048,0.8085106382978723,0.6978718042373657,0.6978718638420105,0.36585365853658536,0.7596471905708313,0.2692307692307692,0.7176102839983427,0.8888888888888888,0.9333333333333333,0.0,3.526632070541382
filter_minilm_qwen,46,Contact information for Economic and Organizational Sociology,"You can reach out to Prof. Dr. Carsten Stark (Head Of Program, carsten.stark@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Holger Edelmann (Student Affairs Program Manager, holger.edelmann@hof-university.de)","Contact information for Economic and Organizational Sociology B. A.:
- Prof. Dr. Carsten Stark (Head Of Program): carsten.stark@hof-university.de
- Doreen Rustler (Student Counseling): doreen.rustler@hof-university.de
- Holger Edelmann (Student Affairs Program Manager): holger.edelmann@hof-university.de",0.7777777777777778,0.9545454545454546,0.8571428571428572,0.596319317817688,0.5963192582130432,0.325,0.745573878288269,0.2222222222222222,0.705194369951884,0.8888888888888888,0.9375,0.0,3.158078908920288
filter_minilm_qwen,47,Who can I reach out for Sustainable Engineering and Project Management?,"You can reach out to Prof. Dr.-Ing. Christoph Koch (Head Of Program, christoph.koch@hof-university.de), Shuyi Yang (Program Management Graduate School, graduate.school@hof-university.de), Elisa Dähne (Student Affairs Progam Manager, elisa.daehne@hof-university.de)","You can reach out to:

- Prof. Dr.-Ing. Christoph Koch (Head Of Program) at christoph.koch@hof-university.de,
- Shuyi Yang (Program Management Graduate School) at graduate.school@hof-university.de,
- Elisa Dähne (Student Affairs Progam Manager) at elisa.daehne@hof-university.de.",1.0,1.0,1.0,0.9792263507843018,0.9792264699935913,0.5555555555555556,0.4751156270503998,0.0,0.9916905879974365,1.0,1.0,0.0,3.047098398208618
filter_minilm_qwen,48,Wants to know more about Global Management program?,"You can reach out to Prof. Dr. Fridtjof Langenhan (Head Of Program, fridtjof.langenhan@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Kathrin Schötz (Student Affairs Program Manager, kathrin.schoetz@hof-university.de)","You can reach out to:

- Prof. Dr. Fridtjof Langenhan (Head of Program) at fridtjof.langenhan@hof-university.de
- Doreen Rustler (Student Counseling) at doreen.rustler@hof-university.de
- Kathrin Schötz (Student Affairs Program Manager) at kathrin.schoetz@hof-university.de

The Global Management M. A. program is taught in English.",0.8,0.9523809523809523,0.8695652173913043,0.8764092326164246,0.8764091730117798,0.40476190476190477,0.5726571083068848,0.2,0.7475073022842408,0.8888888888888888,0.9333333333333333,0.0,3.755424737930298
filter_minilm_qwen,49,Admission requirements for master programs?,There are different requirements for our bachelor‘s and master’s programs.Which program you wish to apply for?,I found many Master programs. Would you like to filter by language or department?,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.5394176840782166,0.5394176244735718,0.07142857142857142,0.48891913890838623,0.6666666666666666,0.41576704978942874,0.0,0.0,0.0,0.00012421607971191406
filter_minilm_qwen,50,Admission requirements for Digitalization and Innovation?,"For an admission in this Master program, you need to fulfill the following admission criteria: Academic requirements A Bachelor’s degree (e.g. Engineering, Humanities, Social Sciences, Business Administration/Economics or Computer Science) or similar from an accredited university, at least 180 ECTS (European Credit Transfer System) or equivalent (depending on the home country) One year of work experience","The admission requirements for the Digitalization and Innovation M. B. A. include:

- **Academic Requirements**: 
  - A Bachelor's degree (e.g., Engineering, Humanities, Social Sciences, Business Administration/Economics, or Computer Science) or a similar qualification from an accredited university.
  - At least 180 ECTS (European Credit Transfer System) or equivalent credits depending on your home country.

- **Work Experience**:
  - At least one year of relevant work experience.

For more details or to apply, visit: [https://www.hof-university.com/studying-at-hof-university/our-degree-programs/digitalization-and-innovation-mba.html](https://www.hof-university.com/studying-at-hof-university/our-degree-programs/digitalization-and-innovation-mba.html)

I don't have information about specific grade requirements.",0.6326530612244898,0.8611111111111112,0.7294117647058823,0.6493344902992249,0.6493344306945801,0.39080459770114945,0.6474617719650269,0.3673469387755102,0.6393256090125259,1.0,0.9444444444444444,0.0,6.77627420425415
filter_minilm_qwen,51,Language requirements for Digitalization and Innovation?,"Language requirements Proficiency in English , proven by either TOEFL minimum 90 IELTS 6.5 or above PTE Academic (Pearson) 60 or above Basic language skills in German , proven by official test score documents (e.g. Goethe, telc, ÖSD) - minimum level A1 according to the CEFR (The Common European Framework of Reference for Languages). By the beginning of the internship, all students have to prove that they are at a B1 German language level. The German language levels A2 and B1 can be reached during the studies in Hof. For further information please check our application guide.","Language requirements for Digitalization and Innovation M. B. A.: 
- Proficiency in English, proven by either TOEFL minimum 90, IELTS 6.5 or above, or PTE Academic (Pearson) 60 or above.
- Basic language skills in German, proven by official test score documents such as Goethe, telc, ÖSD – minimum level A1 according to the CEFR (Common European Framework of Reference for Languages).
- By the beginning of the internship, all students must prove they are at a B1 German language level.
- The German language levels A2 and B1 can be reached during the studies in Hof. 

For further information, please check the application guide.",0.9361702127659575,0.9777777777777777,0.9565217391304347,0.8107606172561646,0.8107606768608093,0.6847826086956522,0.6601598858833313,0.06382978723404255,0.8860063984038983,0.8571428571428571,1.0,0.0,5.576911926269531
filter_minilm_qwen,52,Admission requirements for Economic Psychology?,Detailed requirements are not specified. Follow the basic admission requirements or contact the admission office for assistance.,"Detailed requirements for admission to the Economic Psychology B. Sc. program are not specified. You should follow the basic admission requirements or contact the admission office for assistance.

For application details:
- **Winter Semester:** Applications are accepted from May 1st to July 15th.

To apply, visit: [https://www.hof-university.com/studying-at-hof-university/our-degree-programs/economic-psychology-bsc.html](https://www.hof-university.com/studying-at-hof-university/our-degree-programs/economic-psychology-bsc.html)

If you require further assistance, please contact the admission office directly.",0.28125,1.0,0.43902439024390244,0.5193864703178406,0.5193864703178406,0.32558139534883723,0.6820092797279358,0.71875,0.1882522940635681,0.5,0.5,0.0,5.037729024887085
filter_minilm_qwen,53,Admission requirements for Artificial Intelligence Aided Mobility Design?,"Academic requirements Bachelor’s degree or similar in engineering or design from an accredited university at least 210 ECTS or equivalent (depending on home country) minimum grade 2,5 according to the German grading system Special regulations for applicants with less than 210 ECTS Applicants with less than 210 credits (ECTS) can be accepted, but must make up the missing credits through a post-qualification: either through an internship (at least 900 hours / 6 months) (only possible if the internship was not yet recognised as a compulsory internship in the Bachelor's degree) or attending appropriate modules at Hof University. It is possible to combine the recognition of a shorter internship with the attendance of modules at the university. For both alternatives, please calculate an additional (fourth) semester. Language requirements Proof of English. Language proficiency by either of the following options: TOEFL minimum 90 IELTS 6.5 or above Proof of basic German","I don't have that information.

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/artificial-intelligence-aided-mobility-design-ma.html",0.2857142857142857,0.0625,0.10256410256410256,0.30062633752822876,0.30062630772590637,0.018018018018018018,0.7266652584075928,0.7142857142857143,0.2916790945189339,0.0,0.041666666666666664,0.0,0.4671511650085449
filter_minilm_qwen,54,What is Prof. Kirchner's email?,Prof. Dr. Jens Kirchner's email address is jens.kirchner@hof-university.de,jens.kirchner@hof-university.de,1.0,0.5,0.6666666666666666,0.80803382396698,0.80803382396698,0.125,0.5854186415672302,0.0,0.923213529586792,0.4,0.0,0.0,0.544257402420044
filter_minilm_qwen,55,Where is Professor Boerner's office?,"Prof. Dr. Dietmar Boerner's office is located at Room number: C045 , building: C , campus: Hof","Professor Boerner's office is located in Room number: C045, building: C, campus: Hof. His phone number is +49 9281 409 - 4380.",0.42857142857142855,0.75,0.5454545454545454,0.8007276654243469,0.8007277250289917,0.27586206896551724,0.7732190489768982,0.5714285714285714,0.5774339471544538,0.3333333333333333,0.75,0.0,1.9203996658325195
filter_minilm_qwen,56,Prof. Peinl's phone number?,Prof. Dr. René Peinl's phone number(s): +49 9281 409 - 4820,Prof. Peinl's phone number: +49 9281 409 - 4820,1.0,1.0,1.0,0.8434596061706543,0.8434595465660095,0.6666666666666666,0.9335777759552002,0.0,0.9373838186264039,0.6666666666666666,0.8333333333333333,0.0,1.1625053882598877
filter_minilm_qwen,57,What does Prof. Müller teach?,Prof. Dr. Robin Müller teaches Occupational and organisational psychology,I don't have that information. The context provides details about specific professors' teachings but does not mention who Prof. Müller is referring to without additional name specification.,0.0,0.0,0.0,0.43889743089675903,0.43889740109443665,0.058823529411764705,0.6988712549209595,1.0,0.12289127230644226,0.0,0.25,0.0,1.3064937591552734
filter_minilm_qwen,58,What is Prof. Nazmul's email?,I don't have that information.,I don't have that information.,1.0,1.0,1.0,1.0,1.0,1.0,0.1991863250732422,0.0,1.0,1.0,0.5,1.0,0.44910120964050293
filter_minilm_qwen,59,How many times can I retake a failed exam?,"(1) 1Failed examinations can be retaken once. 2The first repeat examination must be taken no later than six months after notification was given of the first failure. 3For final theses, the procedure according to § 29 must be carried out again; for the deadline according to sentence 2, the start of the processing period is decisive. (2) 1Except for final theses , examinations that have not been passed may generally be repeated a second time. 2A second retake is, however, limited to up to four examinations in Bachelor's degree courses and up to three examinations in Master's degree courses. 3Elective modules are not considered. 4If examinations in courses offered by the Center for Languages and Intercultural Competence can be repeated a second time, is determined by the relevant study and examination regulations. 5The second repeat examination must be taken within a p eriod of 12 months after notification of the result of the first repeat examination. 6The study and examination regulations may regulate third repeat examinations. 7§ 42 para. 2 and 3 remains unaffected . (3) 1The first repeat examination must be taken in the same form as the examination to be repeated . 2The module handbooks may provide for the second repeat examination to be taken in a different form. (4) 1The deadlines for taking repeat examinations are extended exclusively in accordance with §47. 2In particular, changes of degree program , appeals against examination decisions, leaves of absence and exmatriculation do not affect the running of the deadlines . 3Repeat examinations not taken in due time are deemed to have been taken and not passed.

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html","You can retake a failed exam twice under normal circumstances:

- The first repeat examination must be taken no later than six months after you were notified of your initial failure.
- For final theses, follow the procedures outlined in section §29, where the start of the processing period decides the deadline.
- Except for final theses, other exams can typically be retaken a second time.
  
Specific limits apply:
- Up to four examinations in Bachelor’s degree courses 
- Up to three examinations in Master’s degree courses
  
After these two attempts, further repeat examinations would require specific university regulation or approval. 

For detailed guidance on any exceptions or additional requirements, refer to [the official website](https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html).",0.5079365079365079,0.3368421052631579,0.4050632911392405,0.7364747524261475,0.736474871635437,0.17326732673267325,0.7245162725448608,0.49206349206349204,0.5993518534160795,0.35,0.17316017316017315,0.0,6.738522291183472
filter_minilm_qwen,60,What happens if I fail an exam?,"(1) 1Failed examinations can be retaken once. 2The first repeat examination must be taken no later than six months after notification was given of the first failure. 3For final theses, the procedure according to § 29 must be carried out again; for the deadline according to sentence 2, the start of the processing period is decisive. (2) 1Except for final theses , examinations that have not been passed may generally be repeated a second time. 2A second retake is, however, limited to up to four examinations in Bachelor's degree courses and up to three examinations in Master's degree courses. 3Elective modules are not considered. 4If examinations in courses offered by the Center for Languages and Intercultural Competence can be repeated a second time, is determined by the relevant study and examination regulations. 5The second repeat examination must be taken within a p eriod of 12 months after notification of the result of the first repeat examination. 6The study and examination regulations may regulate third repeat examinations. 7§ 42 para. 2 and 3 remains unaffected . (3) 1The first repeat examination must be taken in the same form as the examination to be repeated . 2The module handbooks may provide for the second repeat examination to be taken in a different form. (4) 1The deadlines for taking repeat examinations are extended exclusively in accordance with §47. 2In particular, changes of degree program , appeals against examination decisions, leaves of absence and exmatriculation do not affect the running of the deadlines . 3Repeat examinations not taken in due time are deemed to have been taken and not passed.

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html","If you fail an exam, here’s what typically happens:

1. **First Repeat Examination**: 
   - Failed exams can usually be retaken once.
   - The first repeat examination must be taken no later than six months from when you were notified about your initial failure.
   - For final theses, follow procedures specified under section 29; the starting point for the six-month window is the beginning of the processing period.

2. **Second Repeat Examinations**:
   - Except for final theses, additional failures may often be attempted twice.
   - Up to four retries might be possible during bachelor programs while master programs limit it to three.
   - Electives aren’t counted towards these limits.
   - The second retry should occur within twelve months following the outcome notice of the first retry.
   
3. **Deadlines Extension & Exceptions**:
   - Deadlines cannot extend beyond those set forth in Section 47.
   - Changes like switching degrees, challenging results,

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html",0.42696629213483145,0.4,0.41304347826086957,0.7547914981842041,0.7547914385795593,0.15126050420168066,0.5091770887374878,0.5730337078651685,0.5580963507127227,0.5,0.5324675324675324,0.0,7.660031795501709
filter_minilm_qwen,61,Can I retake a passed exam to improve my grade?,"Based on the provided context, you cannot retake a passed exam to improve your grade. According to point (3), an examination is passed if it has been graded with at least ""4,0"" or has been marked with the predicate ""passed with success"". There is no provision mentioned for retaking already passed exams solely to improve the grade. However, there might be opportunities under specific circumstances such as failing all attempts or having significant issues with the initial assessment, but this would require adherence to the university’s policies and procedures outlined in their study and examination regulations. For detailed guidance, refer to (https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html).","Based on the provided context, you cannot retake a passed exam to improve your grade. According to point (3), an examination is passed if it has been graded with at least ""4,0"" or has been marked with the predicate ""passed with success"". There is no provision mentioned for re-taking already passed exams solely to improve the grade. However, there might be other academic pathways available depending on specific circumstances such as failing another attempt or needing to meet certain criteria for progression. For detailed guidance, refer to the university’s Study and Examination Regulations accessible via this link: <https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html>.",0.7454545454545455,0.7454545454545455,0.7454545454545455,0.9812033176422119,0.9812033176422119,0.5979381443298969,0.783250093460083,0.2545454545454545,0.839754054329612,0.75,0.6666666666666666,0.0,5.776922702789307
filter_minilm_qwen,62,Can I get an extension for my exam deadline?,"(1) 1Where reference is made to this paragraph in these Statutes or in study and examination regulations, the relevant deadlines shall be extended appropriately upon request , if they cannot be complied with due to illness, the periods of protection regulated in the Maternity Protection Act (Mutterschutzgesetz) , the care of a child in accordance with the Federal Parental Allowance and Parental Leave Act (Bundeselterngeld - und Elternzeitgesetz), care for a close relative in accordance with the Nursing Care Leave Act (Pflegezeitgesetz) or for other reasons for which the student is not 20 responsible. 2In the cases of § 4 para. 4 sentence 1, a reason for which the student is not responsible that justifies an extension of the deadline by one semester is assumed, subject to para. 3, if dual students are exposed to a considerable additional workload due to continuous work at the practice partner, especially during the lecture period. (2) 1Requests for e xtensions of deadlines must be submitted immediately . 2The request must be submitted in writing to the Examinations Office, stating the matriculation number and the deadline concerned ; it must be clearly substantiated and signed by hand. 3The facts used to justify the request must be substantiated immediately, as a rule at the same time as the request is submitted . 4For illness -related reasons , §22 subsection 3 applies accordingly. (3) 1An extension of the deadline is not possible if , based on the overall circumstances, a successful completion of studies can no longer be expected. 2This shall be presumed if, at the time of application, students have acquired less than half of all the credit points which they should have acquired by this point in time if they were studying according to the program curriculum .

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html","Yes, you can get an extension for your exam deadline under specific conditions. According to the provided context:

- Extensions can be granted if the inability to comply with the deadline is due to factors such as illness, pregnancy-related protections, childcare responsibilities, caring for a family member, or other non-student-responsible situations.

- Requests must be submitted promptly, in writing, to the Examinations Office, including details about why the extension is needed and any supporting documentation related to the situation.

- An extension might also be considered for dual students who face significant extra workloads from their practical placements when combined with regular coursework.

- However, extensions will generally not be given if continuing studies successfully becomes improbable because too few credits have already been earned compared to what would normally be achieved up until that stage.

For detailed procedures and further guidance, refer to:
https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html",0.3,0.21052631578947367,0.24742268041237106,0.5547181963920593,0.5547181367874146,0.12307692307692308,0.7293649911880493,0.7,0.4018872547149659,0.35714285714285715,0.39215686274509803,0.0,7.684488773345947
filter_minilm_qwen,63,Can I get an extension for my exam deadline due to illness?,"(1) 1Where reference is made to this paragraph in these Statutes or in study and examination regulations, the relevant deadlines shall be extended appropriately upon request , if they cannot be complied with due to illness, the periods of protection regulated in the Maternity Protection Act (Mutterschutzgesetz) , the care of a child in accordance with the Federal Parental Allowance and Parental Leave Act (Bundeselterngeld - und Elternzeitgesetz), care for a close relative in accordance with the Nursing Care Leave Act (Pflegezeitgesetz) or for other reasons for which the student is not 20 responsible. 2In the cases of § 4 para. 4 sentence 1, a reason for which the student is not responsible that justifies an extension of the deadline by one semester is assumed, subject to para. 3, if dual students are exposed to a considerable additional workload due to continuous work at the practice partner, especially during the lecture period. (2) 1Requests for e xtensions of deadlines must be submitted immediately . 2The request must be submitted in writing to the Examinations Office, stating the matriculation number and the deadline concerned ; it must be clearly substantiated and signed by hand. 3The facts used to justify the request must be substantiated immediately, as a rule at the same time as the request is submitted . 4For illness -related reasons , §22 subsection 3 applies accordingly. (3) 1An extension of the deadline is not possible if , based on the overall circumstances, a successful completion of studies can no longer be expected. 2This shall be presumed if, at the time of application, students have acquired less than half of all the credit points which they should have acquired by this point in time if they were studying according to the program curriculum .

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html",". 4For illness -related reasons , §22 subsection 3 applies accordingly. (3) 1An extension of the deadline is not possible if , based on the overall circumstances, a successful completion of studies can no longer be expected. 2This shall be presumed if, at the time of application, students have acquired less than half of all the credit points which they should have acquired by this point in time if they were studying according to the program curriculum .

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html

Extension Request Process: Requests for extensions of deadlines must be submitted immediately in writing to the Examinations Office, including:
- The matriculation number
- The specific deadline being requested
- Clear justification for why the extension is needed
- Substantiation of the facts presented (usually required simultaneously)
- Hand-signed submission

Note",0.7777777777777778,0.49122807017543857,0.6021505376344085,0.661837100982666,0.6618369817733765,0.413265306122449,0.6679390668869019,0.2222222222222222,0.7314014593760172,0.5,0.6699346405228758,0.0,7.860877990722656
filter_minilm_qwen,64,What is the grading scale at Hof University?,"(1) The grading of an individual examination is based on the individual performance of the student. (2) 1The grading of individual examinations will be made according to the grading system set out in the following table : 1,0 1,3 very good an excellent performance 1,7 2,0 2,3 good a performance that is significantly above the average requirements 2,7 3,0 3,3 Satisfactory a performance that meets average requirements 3,7 4,0 sufficient a performance which, despite its deficiencies, still meets the requirements 5,0 insufficient a performance which, due to considerable deficiencies, no longer meets the requirements 2The grades that are not whole numbers do not have to be used . 3In accordance with the study and and examination regulations, certain examinations will not be graded, but will be marked with the predicate ""passed with success"" or ""passed without success"". (3) An examination is passed if it has been graded with at least ""4,0"" or has been marked with the predicate ""passed with success"". (4) 1If two examiners grade an examination differently, they shall agree on a consistent grade . 2If no agreement can be reached, the grade will be determined by the arithmetic mean of the grades awarded by the examiners, rounded down to one decimal place .

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html","The grading scale at Hof University is as follows:

- 1,0 - 1,3: Very Good/Excellent Performance
- 1,7 - 2,0: Good/A Performance That Is Significantly Above Average Requirements  
- 2,3 - 2,7: Satisfactory/A Performance That Meets Average Requirements
- 2,9 - 3,3: Sufficient/A Performance Which, Despite Its Deficiencies, Still Meets The Requirements
- 3,6 - 4,0: Insufficient/A Performance Which, Due To Considerable Deficiencies, No Longer Meets The Requirements

Grades that are not whole numbers may not always be used. Examinations may also receive a pass/fail marking instead of a numerical grade (""passed with success"" or ""passed without success""). An examination is considered passed if it receives a minimum grade of 4,0 or higher, or if it is marked as ""passed with success"".

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html",0.6617647058823529,0.6428571428571429,0.6521739130434783,0.6910041570663452,0.6910041570663452,0.3375,0.7604327201843262,0.3382352941176471,0.6734604863559499,0.6,0.9523809523809524,0.0,7.575942516326904
filter_minilm_qwen,65,What happens if I cheat on an exam?,"(1) 1Whoever violates or attempts to violate §3 subsection 3, will have their exam graded “insufficient” . 2Having unauthorised aids available after the examination has begun is also considered an attempt, unless the students concerned can prove that their possession was neither intentional nor negligent. (2) 1If an assessment is made in accordance with subsection 1 sentence 1, the possibility of a second repeat examination is no longer available for the module in question, subject to sentence 2. 2The Examination Board may allow exceptions if this appears necessary in individual cases for special reasons in order to avoid undue hardship. 3If there is no opportunity for a second repeat examination, no third repeat examination (§ 46 para. 2 sentence 6) will take place in the respective module. (3) 1In particularly serious cases, the examination in question will be declared definitively failed. 2Subsection 2 sentence 2 appl ies accordingly. (4) In less serious cases, avengement may be waived. (5) 1In the case of possession of unauthorised aids or a corresponding suspicion, examiners and other supervisors are authorised to confiscate the items in question. 2Students are obliged to 18 present all objects brought with them , to tolerate the m to be examined and to hand over any objectionable aids without making any changes to them. 3Aids which are permitted in themselves, but which are objected to because of an inadmissible change must be left to the student until the end of processing time of the exam . 4Aids that have been confiscated will be returned after the examination decision has become final, if this has been requested by that time at the latest. 5The above subsections apply accordi ngly to violations of sentence 2.

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html","Cheating on an exam results in several potential consequences:

1. **Exam Grading**: The exam where you cheated would receive a grade of ""insufficient.""
   
2. **Loss of Repeat Exams**:
   - For modules where your first repeat exam is disallowed due to cheating, you won’t get a chance for a second repeat exam.
   - However, under certain circumstances, the Examination Board might grant exceptions based on specific justifications aimed at avoiding significant hardships.

3. **Definitive Failure**:
   - In severe instances, the entire examination could be marked as failing permanently rather than merely receiving an insufficient mark.

4. **Possession of Unauthorized Aids**:
   - Supervisors are authorized to seize unauthorized materials during exams; students need to comply fully when asked about what they bring into the testing area.
   - Permitted aids that undergo improper modifications should remain with the student throughout the duration of the test session before returning them post-decision confirmation upon request.

5

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html",0.32967032967032966,0.2631578947368421,0.2926829268292683,0.7449579238891602,0.7449578642845154,0.1099290780141844,0.7305483818054199,0.6703296703296703,0.495785343516004,0.3888888888888889,0.875,0.0,7.833901405334473
filter_minilm_qwen,66,How do I submit my thesis?,"(1) 1The Bachelor's thesis (BA) or Master's thesis (MA) is the scientific processing of a comple x theoretical and/or practical or creative task at the end of the stu dies within a certain processing period . 2Final t heses are written under the supervision of the first examiner. (2) 1Students must propose to the Examination Commission in good time persons authorised to take exams who are willing to take over the duties of the first examiner and the second examiner. 2The proposed first examiner inform s the Examination Board, the Examination Office and the student of the intended topic of the thesis. 3When determining the topic, the proposed first examiner will take into account the interests of the student. 4The Examination Board decide s on the appointment of the first examiner on the ba sis of the topic it has been informed of . 5Information on the appointment is given to the first examiner, the Examination Office and the student. 6The notification to the Examination Office is deemed to be the registration for the examination. 7If the proposed first examiner is appointed, the thesis is to be written on the topic provided by the first examiner. 8Supervision according to subsection 1 sentence 2 begins with the appointment and is subject to this appointment . 9The processing period starts as soon as the examiner has been announced to the student ; the examination has started with the announcement. (3) 1If a student verifiably fails to submit a proposal in accordance with subsection 2, sentence 1, the examination board will select suitable examiners. 2The same applies if students propose persons who are authorised to take examinations, but the Examination Board does not appoint them. 3In all other respects, subsection 2 applies accordingly. (4) 1The topic of the thesis, the start of processing, the deadline for submission and the examiners will be made part of the records . 2The thesis must be submitted digitally in PDF/A format. 3The thesis is submitted via the internet portal in the university's campus management system. 4If the thesis is not submitted in the correct form and on time, the examination is deemed to have been taken and not passed. 5Extensions of the deadline are subject to § 47. 13 (5) 1The topic of the thesis may be returned once for a valid reason; in this case, the examination is deemed not to have been taken. 2Sentence 1 does not apply if the thesis is repeated and the topic was already returned for the first thesis. 3The Examination Board shall decide whether a valid reason exists. 4Current deadlines for taking or repeating the thesis remain unaffected by the above sentences. (6) 1Final theses should not contain company secrets. 2If the inclusion of company secrets is unavoidable, the contents requiring secrecy shall be marked in a suitable manner. (7) 1As a rule, the assessment procedure must be completed no later than eight weeks after submission of the thesis. 2Master's theses are always assessed by two examiners. 3If the first examiner is prevented from properly continuing to supervise the thesis, the Examination Commission will appoint a successor . However, the topic of the thesis will remain the same. 4Sentence 3, half - sentence 1 applies to the second examiner accordingly. (8) Subsection 2 and 3 do not apply if a different procedure is laid down in the study and examination regulations.

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html","thesis may be returned once for a valid reason; in this case, the examination is deemed not to have been taken. 2Sentence 1 does not apply if the thesis is repeated and the topic was already returned for the first thesis. 3The Examination Board shall decide whether a valid reason exists. 4Current deadlines for taking or repeating the thesis remain unaffected by the above sentences. (6) 1Final theses should not contain company secrets. 2If the inclusion of company secrets is unavoidable, the contents requiring secrecy shall be marked in a suitable manner. (7) 1As a rule, the assessment procedure must be completed no later than eight weeks after submission of the thesis. 2Master's theses are always assessed by two examiners. 3If the first examiner is prevented from properly continuing to supervise the thesis, the Examination Commission will appoint a successor . However, the topic of the thesis will remain the same. 4Sentence 3, half - sentence

For more information, please visit: https://www.hof-university.com/studying-at-hof-university/services-and-support/student-affairs/study-and-examination-regulations.html",1.0,0.5,0.6666666666666666,0.6412640810012817,0.6412639617919922,0.4296577946768061,0.4079474210739136,0.0,0.8565055847167968,0.4857142857142857,0.7003367003367004,0.0,7.8047215938568115
