model,conversation_number,turn_number,question,expected_resolved,actual_resolved,expected_answer,actual_answer,res_Semantic Similarity,res_Token-F1,res_Entity-F1,res_Token Overlap,ans_Entity-F1,ans_Token-F1,ans_Cosine Similarity,ans_Semantic Similarity,ans_Answer Relevance,ans_Hallucination,ans_Faithfulness,ans_Completeness,ans_Key Info,ans_Exact Match,Latency (s)
reranking_minilm_mistral_v01,3,10,Are there any scholarships available for international students?,Are there any scholarships available for international students?,Are there any scholarships available for international students?,"Hof University offers a limited number of scholarships for international students to help cover additional living expenses and study materials. These include the Deutschlandstipendium, which is available before enrollment but requires applicants to be studying at Hof University. Senior student scholarships become available once you are officially enrolled at Hof University. Merit-based scholarships like the Deutschlandstipendium consider factors such as talent, academic performance, and personal background. To explore further scholarship opportunities, it's recommended to consult the DAAD Scholarship Database. Contacting the admissions office might provide additional details about application processes and deadlines.","Q: How much does it cost to attend Hof University? A: Tuition is €150 per credit hour (or €450 per course) for undergraduate courses and €270 per credit hour (or €810 per course) for graduate courses. This includes tuition, student services, and access to university facilities. Students must pay an annual fee of €69 for health insurance. Additional costs include books, housing, food, transportation, etc. International students should budget approximately $1,000-$1,500 per month for living expenses. 

Q: What is the average cost of attendance? A: Tuition is €150 per credit hour (or €450 per course) for undergraduate courses and €270 per credit hour (or €810 per course) for graduate courses. This includes tuition, student services, and access to university facilities. Students must pay an annual fee of €69 for health insurance. Additional costs include books, housing, food, transportation, etc. International students should budget approximately $1,000-$1,500 per month for living expenses.",1.0,1.0,1.0,1.0,0.20202020202020204,0.19858156028368795,0.5447492599487305,0.5447492599487305,0.3349989652633667,0.7727272727272727,0.31883700630881573,0.0,0.2,0.0,11.725282669067383
reranking_minilm_mistral_v01,4,1,I got admission! How do I enroll?,I got admission! How do I enroll?,I got admission! How do I enroll?,"Enrollment for your study program is conducted online completely; it is not possible to enroll in person. To successfully enroll, you must:

- Confirm your admission in the Primuss portal.
- Pay the fees as detailed in your admission letter.
- Upload a recent photo in the Primuss portal.
- Ensure Hof University receives an electronic notification from a statutory health insurance provider regarding your insurance status.

After completing these steps, you will receive an email confirming successful enrollment. Shortly before your studies begin, you can download your student access data through the Primuss application portal. Using this data, log into the Primuss student portal where your enrollment certificate will also become available for downloading around end of September or beginning of March. Note that both your student data and enrollment certificate will only be accessible once your enrollment is fully completed. International students are advised to participate in Orientation Weeks offered just before the semester begins. For any further details, contact the admissions office.","Enrollment for your study program is conducted online completely It is not possible to enroll in-person The following steps must be complete in order to be enrolled: • You have confirmed your admission in Primuss portal • You have paid the fee as explained in your admission letter • You have uploaded a recent photo in Primuss portal • Hof University has received electronic notification by a statutory health insurance provider about your insurance status More information on health insurance After all steps are completed, you will be notified about your successfull enrollment by email You can download yourstudent access datainPrimuss application portalshortly before your studies begin With your student data, you can login toPrimuss student portalwhere yourenrollment certificatewill be available for you to download shortly before the semester starts (end of September/ beginning of March) Please note that both, data and enrollment certificate will only be available if your enrollment is completed We recommend all international students to attend theOrientation Weeksoffered prior to the semester start",0.9999999403953552,1.0,1.0,1.0,0.5584415584415584,0.504424778761062,0.9485609531402588,0.948560893535614,0.6402711272239685,0.44155844155844154,0.7144892924791808,0.18181818181818182,0.3684210526315789,0.0,3.221557855606079
reranking_minilm_mistral_v01,4,2,When is the enrollment period?,What is the enrollment period for the study program I got admitted to?,When is the enrollment period?,"Enrollment periods for specific  programs at Hof University vary by program. To determine when you can enroll in your particular study program, please contact the admissions office or check their official website for detailed dates related to your specific program.",Re-registration opens from 19.12.2025 - 22.01.2026,0.7785308361053467,0.35294117647058826,0.4444444444444444,0.21428571428571427,0.0,0.0,0.22869308292865753,0.22869311273097992,0.25953367352485657,1.0,0.09147724509239197,0.0,0.0,0.0,3.1327903270721436
reranking_minilm_mistral_v01,4,3,What documents do I need for enrollment?,What documents do I need for enrollment in my study program?,What documents do I need for enrollment?,"To complete enrollment in your study program at Hof University, you need to confirm your admission in the Primuss portal, pay the fees as specified in your admission letter, upload a recent photograph in the Primuss portal, and ensure that Hof University receives electronic notification from a statutory health insurance provider regarding your insurance status. Additionally, after completing these steps, you should receive confirmation of successful enrollment via email. For more detailed instructions and specific document requirements related to preparing your documents during the application phase, please refer to the respective program's webpage or contact the admissions office.","Enrollment for your study program is conducted online completely It is not possible to enroll in-person The following steps must be complete in order to be enrolled: • You have confirmed your admission in Primuss portal • You have paid the fee as explained in your admission letter • You have uploaded a recent photo in Primuss portal • Hof University has received electronic notification by a statutory health insurance provider about your insurance status More information on health insurance After all steps are completed, you will be notified about your successfull enrollment by email You can download yourstudent access datainPrimuss application portalshortly before your studies begin With your student data, you can login toPrimuss student portalwhere yourenrollment certificatewill be available for you to download shortly before the semester starts (end of September/ beginning of March) Please note that both, data and enrollment certificate will only be available if your enrollment is completed We recommend all international students to attend theOrientation Weeksoffered prior to the semester start",0.8977474570274353,0.6666666666666665,0.7499999999999999,0.5,0.35384615384615387,0.3260869565217391,0.8499964475631714,0.8499963879585266,0.5134589076042175,0.7012987012987013,0.4672974009637709,0.3333333333333333,0.5,0.0,3.3196160793304443
reranking_minilm_mistral_v01,4,4,Is health insurance mandatory?,Is health insurance mandatory for enrollment in my study program?,Is health insurance mandatory?,"Yes, health insurance is mandatory. It is legally required for enrollment at Hof University.","Yes. For enrolment, you are legally required to have a valid health insurance. What type of health insurance you need depends on different factors, such as student status, age and country of origin. Please seeour guide hereto find out which insurance you need. Notaccepted for enrollment are any travel insurances, though they might be required for your visa process. All students must contact a statutory German health insurance providerin time before the semester start, even if you cannot arrive in Germany for the semester start. For details, please log in to the online guide for international students (as explained in your admission letter).",0.7619035243988037,0.4285714285714285,0.7272727272727273,0.2727272727272727,0.21818181818181817,0.13333333333333333,0.5452592372894287,0.5452592968940735,0.5837703943252563,0.8636363636363636,0.1499609502879056,0.0,0.25,0.0,3.270443916320801
reranking_minilm_mistral_v01,4,5,Can you recommend a health insurance provider?,Can you recommend a health insurance provider?,the question is complete),The University is not allowed to recommend health insurance companies. Please do your research on the options available to you and choose a provider who offers appropriate services for your individual situation. Check out the information in the online guide for international students (as explained in your admission letter).,,0.0014049606397747993,0.0,0.0,0.0,0.0,0.0,-0.07524769008159637,-0.07524769753217697,0.021127264946699142,0.0,0.5699009209871292,0.0,0.0,0.0,5.64401388168335
reranking_minilm_mistral_v01,4,6,Do I need to pay anything during enrollment?,Do I need to pay anything during enrollment for my study program?,Do I need to pay anything during enrollment?,"You need to pay the fee as explained in your admission letter as part of completing your enrollment for the study program. For further details regarding the payment process, please contact the admissions office.","Enrollment for your study program is conducted online completely It is not possible to enroll in-person The following steps must be complete in order to be enrolled: • You have confirmed your admission in Primuss portal • You have paid the fee as explained in your admission letter • You have uploaded a recent photo in Primuss portal • Hof University has received electronic notification by a statutory health insurance provider about your insurance status More information on health insurance After all steps are completed, you will be notified about your successfull enrollment by email You can download yourstudent access datainPrimuss application portalshortly before your studies begin With your student data, you can login toPrimuss student portalwhere yourenrollment certificatewill be available for you to download shortly before the semester starts (end of September/ beginning of March) Please note that both, data and enrollment certificate will only be available if your enrollment is completed We recommend all international students to attend theOrientation Weeksoffered prior to the semester start",0.9049655199050903,0.7000000000000001,0.8,0.5384615384615384,0.16842105263157894,0.21739130434782608,0.5178534984588623,0.5178534388542175,0.5041768550872803,0.8961038961038961,0.13473951893967467,0.0,0.5,0.0,5.672266721725464
reranking_minilm_mistral_v01,4,7,When is the payment deadline and can it be extended?,"Q1: When is the payment deadline for enrolling in the program?
Q2: Can the payment deadline be extended?",When is the payment deadline and can it be extended?,"Question 1: When is the payment deadline for enrolling?

Your individual payment deadline for enrolling in your program is mentioned in your admission letter. If this information is not available, please contact the admission office for further details.

---

Question 2: Can the payment deadline be extended?

The payment deadline cannot typically be extended beyond the specified dates outlined in your admission letter or through the university's official channels unless specific extenuating circumstances apply, such as those listed under illness or other protected statuses. To determine if an exception can be granted, contact the Admissions Office for guidance tailored to your situation.","There are different deadlines for paying the semester fee, depending on your study program. Your individual deadline for the first semester is mentioned in your admission letter. If there is no deadline given, please consultthe admission office. For higher semesters, you can find the re-registration deadline in Primuss student portal andhere.",0.7701498866081238,0.6666666666666666,0.7272727272727273,0.5,0.2531645569620253,0.24528301886792453,0.6505781412124634,0.6505780816078186,0.6064565777778625,0.6428571428571429,0.4745169469288417,0.25,0.1111111111111111,0.0,11.720929861068726
reranking_minilm_mistral_v01,4,8,How do I get my student ID?,How do I get my student ID?,How do I get my student ID?,Your campus card is your student ID. It will either be sent to your German address or you can pick it up at the service point during the Orientation Weeks or at the student affairs office (room A111). Campus cards cannot be sent to addresses outside of Germany.,Your campus card is your student ID Your campus card will either be sent to your German address or you can pick it up at the service point during the Orientation Weeks or at the student affairs office (room A111) Campus cards cannot be sent to addresses outside of Germany,1.0,1.0,1.0,1.0,0.9743589743589743,0.9166666666666666,0.9903210997581482,0.990321159362793,0.5134235620498657,0.0,0.9961284637451172,1.0,0.9285714285714286,0.0,5.64507794380188
reranking_minilm_mistral_v01,4,9,When is course registration?,When is course registration?,When is course registration?,"The given context provides specific dates for exam registration periods but does not mention anything about general course registration. To find out when courses are registered, it would be best to contact the admissions or registrar's office at Hof University.","For summer semester, you can register from 08.05.2026 - 18.05.2026",1.0,1.0,1.0,1.0,0.0,0.041666666666666664,0.5595817565917969,0.5595816969871521,0.661923885345459,1.0,0.22383267879486085,0.0,0.0,0.0,5.58364462852478
reranking_minilm_mistral_v01,5,1,Can I repeat any exams?,Can I repeat any exams?,Can I repeat any exams?,"Failed examinations can be retaken once. Examinations that have not been passed except for final theses may generally be repeated a second time under certain conditions regarding the number of attempts allowed per degree course level. For Bachelor's degree courses, there is a limit to repeating up to four examinations, while for Master's degree courses, it is limited to up to three examinations. Elective modules are not considered in these limits. It is advisable to check specific details related to individual courses or programs through the relevant study and examination regulations.","Answer: Yes, you can repeat exams. However, there are some limitations on how often you can take certain types of exams. The number of attempts depends on your degree level (Bachelor’s or master’s). In general, students at bachelor’s level can repeat up to four exams while those at master’s level can repeat up to three exams. There are also restrictions regarding elective modules – these cannot be repeated more than twice per semester. Additionally, it should be noted that repeating exams does not guarantee success – even though you might pass them eventually! Finally, keep in mind that all deadlines for taking repeat exams will remain unchanged regardless of whether you change degrees/programmes, appeal against examination results etc., unless otherwise stated under §47.",1.0000001192092896,1.0,1.0,1.0,0.28,0.35714285714285715,0.8091493844985962,0.8091492652893066,0.8021830320358276,0.75,0.4736597061157227,0.4,0.14285714285714285,0.0,7.182279825210571
reranking_minilm_mistral_v01,5,2,Is it possible to extand exam deadline?,Is it possible to extand exam deadline?,Is it possible to extand exam deadline?,"An extension for the exam deadline can be requested under specific conditions where the student is unable to comply with the deadline due to factors beyond their control, such as illness, maternity leave, caring for a child, nursing care leave, or other responsibilities. Dual students who experience significant additional workload due to continuous work at the practice partner might also qualify for an extension. Requests must be submitted promptly, in writing, and accompanied by clear evidence supporting the request. Extensions are generally not granted if a successful completion of studies appears impossible given the current progress.

If you need further assistance or specific guidance tailored to your situation, contact the Examinations Office at Hof University.","(1) 1Where reference is made to this paragraph in these Statutes or in study and examination regulations, the relevant deadlines shall be extended appropriately upon request , if they cannot be complied with due to illness, the periods of protection regulated in the Maternity Protection Act (Mutterschutzgesetz) , the care of a child in accordance with the Federal Parental Allowance and Parental Leave Act (Bundeselterngeld - und Elternzeitgesetz), care for a close relative in accordance with the Nursing Care Leave Act (Pflegezeitgesetz) or for other reasons for which the student is not 20 responsible. 2In the cases of § 4 para. 4 sentence 1, a reason for which the student is not responsible that justifies an extension of the deadline by one semester is assumed, subject to para. 3, if dual students are exposed to a considerable additional workload due to continuous work at the practice partner, especially during the lecture period. (2) 1Requests for e xtensions of deadlines must be submitted immediately . 2The request must be submitted in writing to the Examinations Office, stating the matriculation number and the deadline concerned ; it must be clearly substantiated and signed by hand. 3The facts used to justify the request must be substantiated immediately, as a rule at the same time as the request is submitted . 4For illness -related reasons , §22 subsection 3 applies accordingly. (3) 1An extension of the deadline is not possible if , based on the overall circumstances, a successful completion of studies can no longer be expected. 2This shall be presumed if, at the time of application, students have acquired less than half of all the credit points which they should have acquired by this point in time if they were studying according to the program curriculum .",1.0000001192092896,1.0,1.0,1.0,0.27058823529411763,0.30827067669172936,0.6548263430595398,0.6548264026641846,0.48483002185821533,0.7850467289719626,0.2736317665777474,0.6,0.2222222222222222,0.0,3.3536789417266846
reranking_minilm_mistral_v01,5,3,what happens when I failed one courses 3 times?,What happens when I fail one course three times?,what happens when I failed one courses 3 times?,"If you fail one course three times at Hof University, the university’s policies allow for a maximum of two retakes per course. After these two attempts, further actions would depend on specific provisions outlined in the study and examination regulations, including possible regulation for third repeat examinations. It is recommended to contact the admissions office or the relevant department for detailed procedures regarding subsequent failures beyond the initial two attempts.",legally binding. 5Anyone who does not comply with these obligations shall be excluded from the examination.,0.9508250951766968,0.6666666666666666,0.4000000000000001,0.5,0.04081632653061224,0.05128205128205128,0.2850304841995239,0.2850304841995239,0.2946324944496155,0.8571428571428571,0.19972647939409532,0.0,0.0,0.0,3.998257875442505
reranking_minilm_mistral_v01,5,4,Can I retake a passed exam to improve my grade?,Can I retake a passed exam to improve my grade?,Can I retake a passed exam to improve my grade?,You cannot retake a passed exam to improve your grade at Hof University. The university policies focus on retaking failed exams rather than improving grades on already passed ones.,"Q: Are there any restrictions on how often I can retake an exam? A: (1) 1Failed examinations can be retaken once. 2The first repeat examination must be taken no later than six months after notification was given of the first failure. 3For final theses, the procedure according to § 29 must be carried out again; for the deadline according to sentence 2, the start of the processing period is decisive. (2) 1Except for final theses , examinations that have not been passed may generally be repeated a second time. 2A second retake is, however, limited to up to four examinations in Bachelor's degree courses and up to three examinations in Master's degree courses. 3Elective modules are not considered. 4If examinations in courses offered by the Center for Languages and Intercultural Competence can be repeated a second time, is determined by the relevant study and examination regulations. 5The second repeat examination must be taken within a p eriod of 12 months after notification of the result of the first repeat examination. 6The study and examination regulations may regulate third repeat exam",1.0,1.0,1.0,1.0,0.05128205128205128,0.11347517730496454,0.4090907573699951,0.40909072756767273,0.4913592040538788,0.9661016949152542,0.09198763703895829,0.0,0.0,0.0,9.330172300338745
reranking_minilm_mistral_v01,5,5,What happens if I cheat on an exam?,What happens if I cheat on an exam?,What happens if I cheat on an exam?,"Whoever violates or attempts to violate §3 subsection 3, will have their exam graded ""insufficient"". Having unauthorized aids available after the examination has begun is also considered an attempt, unless the students concerned can prove that their possession was neither intentional nor negligent. If an assessment is made in accordance with subsection 1 sentence 1, the possibility of a second repeat examination is no longer available for the module in question, subject to certain conditions. The Examination Board may allow exceptions if this appears necessary in individual cases for special reasons to avoid undue hardship. If there is no opportunity for a second repeat examination, no third repeat examination will take place in the respective module. In particularly serious cases, the examination in question will be declared definitively failed. Subsection 2 sentence 2 applies accordingly. In less serious cases, avengement may be waived.","(1) 1Whoever violates or attempts to violate §3 subsection 3, will have their exam graded “insufficient” . 2Having unauthorised aids available after the examination has begun is also considered an attempt, unless the students concerned can prove that their possession was neither intentional nor negligent. (2) 1If an assessment is made in accordance with subsection 1 sentence 1, the possibility of a second repeat examination is no longer available for the module in question, subject to sentence 2. 2The Examination Board may allow exceptions if this appears necessary in individual cases for special reasons in order to avoid undue hardship. 3If there is no opportunity for a second repeat examination, no third repeat examination (§ 46 para. 2 sentence 6) will take place in the respective module. (3) 1In particularly serious cases, the examination in question will be declared definitively failed. 2Subsection 2 sentence 2 appl ies accordingly. (4) In less serious cases, avengement may be waived. (5) 1In the case of possession of unauthorised aids or a corresponding suspicion, examiners and other supervisors are authorised to confiscate the items in question. 2Students are obliged to 18 present all objects brought with them , to tolerate the m to be examined and to hand over any objectionable aids without making any changes to them. 3Aids which are permitted in themselves, but which are objected to because of an inadmissible change must be left to the student until the end of processing time of the exam . 4Aids that have been confiscated will be returned after the examination decision has become final, if this has been requested by that time at the latest. 5The above subsections apply accordi ngly to violations of sentence 2.",1.000000238418579,1.0,1.0,1.0,0.6745562130177515,0.6571428571428573,0.9353214502334595,0.9353213310241699,0.4589787721633911,0.44660194174757284,0.6355506306250118,0.875,0.6875,0.0,5.7571938037872314
reranking_minilm_mistral_v01,6,1,I studied computer science. Can I apply for AI and Robotics program?. What's the tuition fee for this program? Also when is the application period for this program?,"Q1: I studied computer science. Can I apply for AI and Robotics program?
Q2: What is the tuition fee for the Artificial Intelligence and Robotics M.Sc. program?
Q3: What is the application deadline for the Artificial Intelligence and Robotics M.Sc. program?",I studied computer science. Can I apply for AI and Robotics program?. What's the tuition fee for this program? Also when is the application period for this program?,"Question 1: I studied computer science. Can I apply for AI and Robotics program?

Based on the information provided, if you have a bachelor's degree in computer science or another field with adequate foundational knowledge in information technology, you may be eligible to apply for the Artificial Intelligence and Robotics M. Sc. program at Hof University. However, it is important to check whether you meet the credit requirement (at least 210 credits) and the minimum grade threshold (at least a final grade of 2.5). Additionally, applicants from outside Germany should submit their documents to Uni-Assist e. V. ahead of time. It would be advisable to review all specific criteria and potentially contact the university’s admissions office for further confirmation.

For more information: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/artificial-intelligence-and-robotics-msc.html

---

Question 2: What's the tuition fee for this program?

There are no tuition fees for the Artificial Intelligence and Robotics M. Sc. program at Hof University.

---

Question 3: When is the application period for this program?

The application deadline for the Artificial Intelligence and Robotics M. Sc. program at Hof University is from November 5 to November 30.","Academic requirements: Academic requirements Bachelor's degree in computer science or in an engineering or natural science course of study that has provided a basic knowledge of information technology sufficient for study in the Artificial Intelligence and Robotics master's program Bachelor's degree with 210 credits and at least a final grade of 2.5 (for <210 credits we offer an appropriate additional module) Applicants who have completed their first degree abroad must have their documents checked by Uni-Assist e. V. in advance. To ensure a smooth admission, we recommend sending your documents to uni-assist e. V. at least 4 weeks before the respective application deadline of Hof University. Language requirements You need to prove your proficiency in English . This can be done with either of the following: TOEFL minimum 90 IELTS 6.5 or above In addition: Basic. Language requirements: languageskills in German , proven by official test score documents - minimum level A1.",0.719626784324646,0.6956521739130435,0.7407407407407408,0.5333333333333333,0.36942675159235666,0.36036036036036034,0.7003804445266724,0.7003804445266724,0.34544482827186584,0.6233766233766234,0.506126203784695,0.15789473684210525,0.3333333333333333,0.0,9.068979501724243
reranking_minilm_mistral_v01,7,1,How many ECTS credits for Operational Excellence & Innovation Management?,How many ECTS credits for Operational Excellence & Innovation Management?,How many ECTS credits for Operational Excellence & Innovation Management?,6 ECTS (European Credit Transfer System) credits,6 ECTS (European Credit Transfer System) credits,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,0.9999999403953552,0.6031367778778076,0.0,0.9999999761581421,1.0,1.0,1.0,3.1004691123962402
reranking_minilm_mistral_v01,7,2,What is the exam type for this course?,What is the exam type for the Operational Excellence & Innovation Management course?,What is the exam type for this course?,The exam type for the Operational Excellence & Innovation Management course is StA10 (Study Paper - 10 hours workload).,AA,0.7305996417999268,0.7000000000000001,0.4,0.5384615384615384,0.0,0.0,0.20110851526260376,0.20110854506492615,0.21284931898117065,0.0,0.6804434180259704,0.0,0.0,0.0,3.154897451400757
reranking_minilm_mistral_v01,7,3,what does mean by exam type 'StA10'?,What does the exam type 'StA10' mean for the Operational Excellence & Innovation Management course?,what does mean by exam type 'StA10'?,"The exam type for the Operational Excellence & Innovation Management course is StA10 (Study Paper - 10 hours workload). However, without additional context or official documentation from Hof University, it's not possible to provide more specific details about what this code means in terms of the examination format or requirements. For detailed information on how to prepare for an exam of this type, please contact the university's admissions or academic advising offices.",StA10 (Study Paper - 10 hours workload),0.8336321711540222,0.4761904761904762,0.0,0.3125,0.25,0.17647058823529413,0.5519382953643799,0.5519382953643799,0.5499422550201416,0.0,0.820775318145752,0.0,0.5909090909090909,0.0,3.1457371711730957
reranking_minilm_mistral_v01,7,4,What is the exam type for International Value Chain Management?,What is the exam type for the International Value Chain Management course?,What is the exam type for International Value Chain Management?,The exam type for the International Value Chain Management course is StA10 (Study Paper - 10 hours workload).,StA10 (Study Paper - 10 hours workload),0.9643477201461792,0.8571428571428572,0.923076923076923,0.75,0.631578947368421,0.5,0.5579544901847839,0.5579544305801392,0.21767637133598328,0.0,0.8231817722320557,0.0,0.6428571428571428,0.0,3.1751909255981445
reranking_minilm_mistral_v01,8,1,What master programs are available for Engineering background?,What master programs are available for Engineering background?,What master programs are available for Engineering background?,"1. Artificial Intelligence Aided Mobility Design M.A.
2. Composite Materials M.Eng.
3. Digitalization and Innovation M.B.A.
4. General Management M.B.A.
5. International Project Management M.Eng./M.A.
6. Mechanical Engineering M.Eng.
7. Operational Excellence M.B.A. and Eng.
8. Software Engineering for Industrial Applications M.Eng.
9. Sustainable Engineering and Project Management M.B.A. and Eng.
10. Sustainable Textiles M.Eng.
11. Sustainable Water Management and Engineering M.Eng.
12. Textile Design M.A.",No specific master thesis information is currently available for Engineering Science (international) B. Eng.. Please contact the program coordinator or visit the program page for details.,1.0,1.0,1.0,1.0,0.08823529411764705,0.06060606060606061,0.3816698491573334,0.38166987895965576,0.5539612770080566,0.8333333333333334,0.2526679515838623,0.18181818181818182,0.04,0.0,3.1279797554016113
reranking_minilm_mistral_v01,8,2,what are the addmission requirements for the 1st program,What are the admission requirements for the Artificial Intelligence Aided Mobility Design M.A.?,what are the addmission requirements for the 1st program,"Admission requirements for the Artificial Intelligence Aided Mobility Design M. A. include:

Academic Requirements:
- Bachelor's degree or similar in engineering or design from an accredited university.
- At least 210 ECTS or equivalent (depending on home country).
- Minimum grade 2.5 according to the German grading system.

Special Regulations for Applicants with Less Than 210 ECTS:
- Can be accepted with fewer credits but must complete the remaining required credits through a post-qualification option such as an internship (at least 900 hours/6 months), which should not count towards mandatory internships already completed during their bachelor studies, or by taking appropriate modules at Hof University.
- Both alternatives require calculating an additional fourth semester.

Language Requirements:
- Proof of proficiency in English demonstrated via TOEFL score (minimum 90) or IELTS (score of 6.5 or higher).
- Proof of basic German language skills.","(1) Examinations shall be taken in the semester for which they are scheduled in the module handbook. (2) In Bachelor's degree program s, all examinations to be taken in the first year of study must be taken by the end of the third semester at the latest. (3) All examinations required to pass the final examination must be taken for the first time by the end of the second semester following the end of the standard period of study. (4) 1The extension of the deadlines according to subsection 2 and subsection 3 is specified in § 43. 2On application, these periods may be extended by the number of semesters required for the repetition of examinations; in this respect, § 43 (2) and (3) appl ies accordingly . (5) Examinations which have not been taken within the periods specified in subsections 2 and 3 and, if applicable, extended in accordance with subsection 4, are deemed to have been taken and not passed (Art. 84, Para. 4, Sentence 4 BayHIG). 3",0.4462389051914215,0.5,0.16666666666666666,0.3333333333333333,0.07194244604316546,0.15609756097560976,0.3569380044937134,0.3569380044937134,0.2606097459793091,0.9074074074074074,0.19833075735304087,0.0,0.1875,0.0,3.220426559448242
reranking_minilm_mistral_v01,8,3,What's the application deadline for it?,What is the application deadline for the Artificial Intelligence Aided Mobility Design M.A.?,What's the application deadline for it?,"The application deadlines for the Artificial Intelligence Aided Mobility Design M. A. are as follows:
- For the winter semester: April 15 - May 31
- For the summer semester: November 5 - November 30",EU: November 5 - January 15 Non-EU: November 5 - November 30,0.6088634729385376,0.4444444444444444,0.5,0.2857142857142857,0.2962962962962963,0.30303030303030304,0.3296690583229065,0.3296690881252289,0.20126524567604065,0.3333333333333333,0.5318676352500916,0.0,0.425,0.0,0.31448912620544434
reranking_minilm_mistral_v01,8,4,is there any tuition fee for this program?,What is the tuition fee for the Artificial Intelligence Aided Mobility Design M.A.?,is there any tuition fee for this program?,There are no tuition fees for the Artificial Intelligence Aided Mobility Design M. A.,"You can find this information on the website ofyour study program. Most regular Bachelor’s and Master’s programs do not have a tuition fee. For all of our Graduate School programs, there is a tuition fee - see thefee structure. For all programs, there is a mandatory administrative student service fee of around 145 EUR per semester. The amount is due each semester until a certain deadline before the start of the following semester. The exact fee that you have to pay for the first semester will be mentioned in your admission letter. This fee includes for instance your semester ticket, which you can use to travel by bus for free in Hof and between Hof and our other campus locations in Münchberg and Selb (only specific routes/trains). More information on this fee",0.6114541292190552,0.4,0.2,0.25,0.03389830508474576,0.0784313725490196,0.3827217221260071,0.3827217221260071,0.49803006649017334,0.9803921568627451,0.0824266973663779,0.0,0.0,0.0,3.2359864711761475
reranking_minilm_mistral_v01,8,5,give me information about Operational Excellence?,What is the information available for the Operational Excellence program?,give me information about Operational Excellence?,"The Operational Excellence M. B. A. and Engineering program requires applicants to hold a Bachelor's degree or similar qualification from an accredited university in engineering sciences, with at least 180 ECTS credits or its equivalent depending on their home country. Additionally, candidates must provide proof of one year of professional work experience and proficiency in English, demonstrated through scores of at least 90 on the TOEFL exam or 6.5 on the IELTS exam.

For further inquiries or additional details about the program, you may contact Prof. Dr. Heike Markus (Head of Program) via email at heike.markus@hof-university.de.",You can reach out to Prof. Dr. Heike Markus (Head Of Program) - Email: heike.markus@hof-university.de,0.8702230453491211,0.26666666666666666,0.7272727272727273,0.15384615384615385,0.29508196721311475,0.19148936170212763,0.4207674264907837,0.42076748609542847,0.3958953022956848,0.3076923076923077,0.5836916098227868,0.36363636363636365,0.21428571428571427,0.0,3.2773828506469727
reranking_minilm_mistral_v01,8,6,what are the requirements for this program?,What are the admission requirements for the Operational Excellence M.B.A. and Engineering program?,what are the requirements for this program?,"For an admission in the Operational Excellence M. B. A. and Engineering program, you need to meet the following criteria:

- Academic Requirements: Hold a Bachelor's degree or its equivalent from an accredited university in engineering sciences. Have completed at least 180 ECTS credits or an equivalent number depending on the home country.
- Work Experience: Possess one year of professional work experience.
- Language Requirements: Demonstrate proficiency in English through scores such as TOEFL (minimum 90) or IELTS (6.5 or higher). Prove language skills in German via recognized tests like Goethe, telc, or ÖSD, achieving a minimum level of A1 according to the CEFR before starting the internship period; however, by the time internships begin, applicants must demonstrate competence up to B1 level in German.","Academic requirements: For an admission in this Master program, you need to fulfill the following admission criteria: Academic requirements A Bachelor’s degree (e.g. Engineering, Humanities, Social Sciences, Business Administration/Economics or Computer Science) or similar from an accredited university, at least 180 ECTS (European Credit Transfer System) or equivalent (depending on the home country) One year of work experience Language requirements Proficiency in English , proven by either TOEFL minimum 90 IELTS 6.5 or above Basic. Language requirements: languageskills in German , proven by official test score documents (e.g. Goethe, telc, ÖSD) - minimum level A1 according to the CEFR (The Common European Framework of Reference for Languages). By the beginning of the internship, all students have to prove that they are at a B1 German.",0.535605788230896,0.631578947368421,0.4,0.46153846153846156,0.5076923076923077,0.49230769230769234,0.8018086552619934,0.8018085956573486,0.4456672668457031,0.5217391304347826,0.6076799600020699,0.1111111111111111,0.7222222222222222,0.0,3.276366949081421
reranking_minilm_mistral_v01,8,7,is there any tuition fee for this program?,is there any tuition fee for this program?,is there any tuition fee for this program?," Yes, 3,300 € per semester.","You can find this information on the website ofyour study program. Most regular Bachelor’s and Master’s programs do not have a tuition fee. For all of our Graduate School programs, there is a tuition fee - see thefee structure. For all programs, there is a mandatory administrative student service fee of around 145 EUR per semester. The amount is due each semester until a certain deadline before the start of the following semester. The exact fee that you have to pay for the first semester will be mentioned in your admission letter. This fee includes for instance your semester ticket, which you can use to travel by bus for free in Hof and between Hof and our other campus locations in Münchberg and Selb (only specific routes/trains). More information on this fee",1.0,1.0,1.0,1.0,0.03636363636363636,0.043010752688172046,0.5927082300186157,0.5927082300186157,0.666852593421936,0.9803921568627451,0.12442399894489962,0.0,0.0,0.0,3.2898590564727783
